"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
13578000;-10,057;-67,964;6520;"RIO ROLA";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;95;-4;19;3;-7;0;15,8;"DO ROLA";;;"2023";123;70;171;"22%-33%";;;;;
13600002;-9,975;-67,801;23500;"RIO BRANCO";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;223;-19;57;45;-16;0;20,8;"ACRE";;;"2015";276,5;130;410;"30%-40%";;1250;1350;1400;"Normal"
13650000;-9,067;-67,397;34400;"Floriano Peixoto";2025-11-30 17:00:00;2025-11-30 16:00:00;2025-11-30 15:00:00;778;58;-7;;;0;0;"ACRE";;;"1997";486;352;640;"100%-Máxima";;;;;
13710001;-8,653;-67,375;105000;"Valparaíso Montante";2025-12-15 08:45:00;2025-12-15 07:45:00;2025-12-15 06:45:00;1298;;;395;;0;0;"PURUS";;;"1979";403,5;255;527;"100%-Máxima";;;;;
13870000;-7,258;-64,798;226000;"LÁBREA";2026-09-15 08:45:00;2026-09-15 07:45:00;2026-09-15 06:45:00;515;3;-15;-43;-75;0;0,4;"PURUS";;;"1997";476;49;830;"70%-80%";;;;;
13990000;-3,899;-61,374;378000;"Beruri";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;1321;-21;-140;-268;-374;0;0;"PURUS";;;"2015";1421;630;1815;"30%-40%";;;;;
14100000;-3,311;-60,609;2200000;"Manacapuru";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;1248;-20;-129;-244;-342;0;0;"SOLIMOES";;;"2021";1352;612;1698;"40%-50%";;1700;1770;1960;"Normal"
14320001;-0,137;-67,086;193000;"São Gabriel da Cachoeira";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14400000;-0,42;-65,015;262000;"Tapuruquara";2024-10-22 16:45:00;2024-10-22 15:45:00;2024-10-22 14:45:00;193;;;;;0;0;"NEGRO";;;;;;;;;;;;
14420000;-0,482;-64,829;293000;"Serrinha";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;652;-7;-62;-95;-67;0,2;7,6;"NEGRO";;;"2019";757;533;891;"10%-20%";;;;;
14480002;-0,966;-62,931;379000;"Barcelos";2026-03-01 07:00:00;2026-03-01 06:00:00;2026-03-01 05:00:00;376;8;-27;-81;-94;0;0;"NEGRO";;;"2022";552;350;769;"0%-10%";;;;;
14489000;3,353;-61,422;26700;"MARACA";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;424;-1;-24;-41;-54;0;0;"URARICOERA";;;"2021";545;457;736;"Mínima-0%";;;;;
14495000;3,438;-61,037;36900;"FAZENDA CAJUPIRANGA";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;511;-2;-25;-39;-44;0;4,4;"URARICOERA";;;"2021";634;510;810;"0%-10%";;;;;
14515000;3,208;-60,571;50200;"FAZENDA PASSARAO";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;603;-1;-27;-45;-41;0;0;"URARICOERA";;;"2011";756;589;976;"0%-10%";;;;;
14527000;3,568;-59,888;24300;"PONTE DO TACUTU";2026-05-31 17:00:00;2026-05-31 16:00:00;2026-05-31 15:00:00;1307;-2;312;465;772;0;0;"TACUTU";;;"2011";664;457;995;"100%-Máxima";;;;;
14530000;4,196;-60,794;2280;"VILA SURUMU";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;291;-1;-5;-14;-18;0;0;"SURUMU";;;"2022";346;262;592;"0%-10%";;;;;
14540000;4,631;-60,471;3210;"FAZENDA BANDEIRA BRANCA";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;141;3;-2;-26;-42;0;0;"COTINGO";;;"2011";195;125;345;"0%-10%";;;;;
14558000;3,318;-60,345;40600;"FAZENDA PARAISO";2026-09-15 08:00:00;2026-09-15 07:00:00;2026-09-15 06:00:00;475;-11;-18;-38;-39;0;0;"TACUTU";;;"2017";640;491;1047;"Mínima-0%";;;;;
14620000;2,827;-60,656;97200;"BOA VISTA";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;90;-3;-25;-49;-47;0;2,2;"BRANCO";;;"2011";304;123;591;"Mínima-0%";;750;800;850;"Normal"
14680001;2,871;-61,441;12200;"FE E ESPERANCA";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;241;1;-12;-24;-64;0;1;"MUCAJAÍ";;;"1976";315;239;453;"0%-10%";;;;;
14690000;2,471;-60,918;19800;"MUCAJAI";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;936;-1;-25;-62;-69;0;0,2;"MUCAJAÍ";;;"2011";1110;936;1404;"Mínima-0%";;;;;
14710000;1,821;-61,124;126000;"CARACARAI";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;146;-4;-27;-68;-64;0;0;"BRANCO";;;"2011";350,5;141;683;"0%-10%";;800;850;900;"Normal"
14790000;-0,505;-61,786;184000;"SANTA MARIA DO BOIAÇU";2026-01-19 07:00:00;2026-01-19 06:00:00;2026-01-19 05:00:00;434;4;;-33;-20;0;0;"BRANCO";;;"2011";803;489;1076;"Mínima-0%";;;;;
14840000;-1,457;-61,635;593000;"MOURA";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;740;-15;-92;-182;-284;0;0;"NEGRO";;;"2022";968;615;1133;"0%-10%";;;;;
14990000;-3,138;-60,027;712000;"Manaus";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;2172;-21;-120;-228;-327;0;0;"NEGRO";;;"2012";2283;1672;2668;"30%-40%";;2650;2750;2900;"Normal"
15050001;-15,215;-59,354;2990;"PONTES E LACERDA";2025-07-21 12:30:00;2025-07-21 11:30:00;2025-07-21 10:30:00;65;;;;;0;0;"GUAPORÉ";;;;;;;;;;;;
15124009;-13,513;-60,53;3600;"CABIXI";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;236;-6;-7;;-129;0;0,4;"CABIXI";;;"2002";219;160;289;"70%-80%";;;;;
15130000;-13,486;-61,05;54400;"PIMENTEIRAS";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;316;0;-8;-10;-19;0;12;"GUAPORÉ";;;"1988";319,5;255;360;"50%-60%";;;;;
15150000;-12,851;-62,899;110000;"Pedras Negras";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;275;-1;-5;-19;-37;0;30;"GUAPORÉ";;;"1988";264;211;319;"60%-70%";;;;;
15200000;-12,427;-64,425;341000;"Príncípe da Beira";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;441;-2;-8;-22;-34;0;60;"GUAPORÉ";;;"2014";405,5;350;492;"80%-90%";;;;;
15248010;-10,918;-65,043;4390;"BOCA DO POMPEU - JUSANTE";2025-10-17 16:45:00;2025-10-17 15:45:00;2025-10-17 14:45:00;85;0;-4;-11;-9;0;0;"OURO PRETO";;;"2020";90;4;194;"30%-40%";;;;;
15250000;-10,793;-65,348;609000;"GUAJARA-MIRIM";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;639;-3;-16;-35;-41;0;42;"MAMORE";;;"2014";568;392;711;"90%-100%";;930;1020;1110;"Normal"
15318000;-10,348;-65,357;834000;"UHE JIRAU JUSANTE RIO BENI";2026-04-22 16:15:00;2026-04-22 15:15:00;2026-04-22 14:15:00;1256;-431;-395;-397;-402;0;0;"MADEIRA";;;"2014";982,5;943;1067;"100%-Máxima";;;;;
15320002;-9,705;-65,367;921000;"ABUNÃ";2026-07-28 08:00:00;2026-07-28 07:00:00;2026-07-28 06:00:00;1509;-16;69;-25;;0;0;"MADEIRA";;;"2014";748,5;553;1055;"100%-Máxima";;;;;
15324000;-10,338;-67,183;7740;"PLÁCIDO DE CASTRO";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;268;7;;-5;-66;0;7,6;"ABUNÃ";;;"2012";238,5;174;355;"60%-70%";;;;;
15326000;-9,785;-65,528;31100;"MORADA NOVA JUSANTE";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;942;24;29;7;-6;0;131,8;"ABUNÃ?";;;"2014";856;699;944;"90%-100%";;;;;
15400000;-8,748;-63,917;976000;"PORTO VELHO";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;341;9;-30;-108;-141;0;8;"MADEIRA";;;"2014";338,5;49;688;"50%-60%";;1400;1500;1700;"Normal"
15430000;-9,926;-63,071;8140;"Ariquemes";2026-04-12 18:00:00;2026-04-12 17:00:00;2026-04-12 16:00:00;605;;43;-257;10;0;0;"JAMARI";;;"2007";197;102;256;"100%-Máxima";;;;;
15490000;-8,452;-63,518;977000;"PROSPERIDADE";2026-03-13 06:45:00;2026-03-13 05:45:00;2026-03-13 04:45:00;1564;20;4;35;112;0;0;"MADEIRA";;;"2014";412;192;636;"100%-Máxima";;;;;
15490200;-8,426;-63,484;1400000;"SÃO CARLOS";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1938;4;18;50;96;0;0;"MADEIRA";;;;;;;;;;;;
15490600;-8,584;-63,733;1400000;"PORTO VELHO";2025-03-31 17:00:00;2025-03-31 16:00:00;2025-03-31 15:00:00;1859;-1;19;61;112;0;0;"MADEIRA";;;;;;;;;;;;
15550000;-8,799;-63,711;12700;"SANTA ISABEL";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;963;-6;25;16;-10;0;6,8;"CANDEIAS";;;"2019";994,5;908;1123;"20%-30%";;;;;
15552600;-11,749;-60,868;4360;"FAZENDA FLOR DO CAMPO";2026-05-19 19:00:00;2026-05-19 18:00:00;2026-05-19 17:00:00;285;-3;-9;-13;-70;0;0;"COMEMORAÇÃO";;;"1987";260;229;292;"78%-89%";;;;;
15558000;-11,684;-61,192;10100;"PIMENTA BUENO";2026-03-26 23:45:00;2026-03-26 22:45:00;2026-03-26 21:45:00;638;-30;-26;-21;;0;0;"PIMENTA BUENO";;;"2014";390;348;424;"100%-Máxima";;;;;
15558200;-11,444;-61,441;17900;"CACOAL";2025-08-16 23:30:00;2025-08-16 22:30:00;2025-08-16 21:30:00;39;;;;;0;0;"PIRARARA";;;"2022";101;100;118;"Mínima-0%";;;;;
15559000;-11,653;-61,215;16100;"SÍTIO BELA VISTA";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;173;-9;-9;10;15;0;0,4;"MACHADO";;;"2014";157,5;122;211;"80%-90%";;;;;
15560000;-10,874;-61,936;32800;"JI-PARANA";2026-06-19 08:00:00;2026-06-19 07:00:00;2026-06-19 06:00:00;704;;;-10;-24;0;0;"MACHADO";;;"2022";644;611;677;"100%-Máxima";;;;;
15564000;-10,832;-62,893;133;"JARUARU";2026-05-13 21:00:00;2026-05-13 20:00:00;2026-05-13 19:00:00;405;0;1;-2;;0;0;"JARU";;;"2014";11;-4;33;"100%-Máxima";;;;;
15580000;-8,932;-62,056;60200;"Tabajara";2026-05-11 11:45:00;2026-05-11 10:45:00;2026-05-11 09:45:00;710;-12;;-240;-221;0;0;"MACHADO";;;"2019";304;212;464;"100%-Máxima";;;;;
15627000;-8,18;-63,091;1020424;"UHE_PAPAGAIO";2026-01-08 14:45:00;2026-01-08 13:45:00;2026-01-08 12:45:00;4912;-6;106;271;355;0;0;"MADEIRA";;;;;;;;;;;;
15627300;-8,193;-63,133;1400000;"ESPÍRITO SANTO";2025-03-31 16:00:00;2025-03-31 15:00:00;2025-03-31 14:00:00;1899;3;11;39;87;0;0;"MADEIRA";;;;;;;;;;;;
15627400;-8,081;-62,878;1400000;"CALAMA";2025-11-16 09:00:00;2025-11-16 08:00:00;2025-11-16 07:00:00;683;-24;;-16;-35;0;0;"MADEIRA";;;;;;;;;;;;
15630000;-7,503;-63,018;1090000;"HUMAITÁ";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;1107;;-29;-146;-87;0;30;"MADEIRA";;;"2014";1019;839;1349;"70%-80%";;;;;
15700000;-5,817;-61,302;1150000;"MANICORÉ";2025-12-06 09:45:00;2025-12-06 08:45:00;2025-12-06 07:45:00;1792;;;;;0;0;"MADEIRA";;;;;;;;;;;;
15860000;-4,897;-60,025;1310000;"FAZENDA VISTA ALEGRE";2025-12-07 09:45:00;2025-12-07 08:45:00;2025-12-07 07:45:00;1396;;;166;195;0;0;"MADEIRA";;;"1989";1152;735;1401;"90%-100%";;;;;
15960000;-3,547;-58,924;1376282;"URUCURITUBA";2026-07-30 17:00:00;2026-07-30 16:00:00;2026-07-30 15:00:00;1883;-4;-37;-67;-111;0;0;"MADEIRA";;;"2021";1515,5;923;1743;"100%-Máxima";;;;;
16030000;-3,154;-58,411;4350000;"Itacoatiara";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;803;-15;-98;-189;-270;0;0;"AMAZONAS";;;;;;;;;;;;
17050001;-1,919;-55,513;4670000;"Obidos";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;381;-10;-53;-109;-156;0;0;"AMAZONAS";;;"2009";427;94;585;"30%-40%";;;;;
17122001;-10,823;-57,727;14334;"JURUA";2026-01-05 05:45:00;2026-01-05 04:45:00;2026-01-05 03:45:00;109;-38;-82;-192;-190;0;0;"DOS PEIXES";;;;;;;;;;;;
17130000;-7,731;-58,281;182000;"Foz do Juruena";2025-12-18 00:30:00;2025-12-17 23:30:00;2025-12-17 22:30:00;575;;;;114;0;0;"JURUENA";;;"2014";395;302;508;"100%-Máxima";;;;;
17277000;-12,31;-55,568;1792;"FAZENDA CERON";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;260;-1;-31;9;5;0;0;"CELESTE";;;;;;;;;;;;
17384000;-9,351;-56,781;90704;"UHE TELES PIRES BARRAMENTO";2026-05-10 23:00:00;2026-05-10 22:00:00;2026-05-10 21:00:00;27179;-3;10;-6;3;0;0;"TELES PIRES";;;;;;;;;;;;
17410100;-8,859;-57,419;132797;"UHE SÃO MANOEL JUSANTE 2";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;431;3;-2;2;-1;0;0;"TELES PIRES";;;"2020";424;410;433;"75%-100%";;;;;
17420000;-7,615;-57,95;138000;"Três Marias";2026-02-28 20:15:00;2026-02-28 19:15:00;2026-02-28 18:15:00;708;0;11;70;126;0;0;"TELES PIRES";;;"2014";436,5;138;533;"100%-Máxima";;;;;
17430000;-7,34;-58,155;333000;"BARRA DO SÃO MANUEL";2026-01-25 16:45:00;2026-01-25 15:45:00;2026-01-25 14:45:00;539;4;24;28;28;0;0;"TAPAJÓS";;;"2004";309;246;414;"100%-Máxima";;;;;
17680000;-5,456;-55,87;40200;"JAMANXIM";2025-10-14 17:00:00;2025-10-14 16:00:00;2025-10-14 15:00:00;386;7;21;;;0;0;"JAMANXIM";;;"2006";306;220;372;"100%-Máxima";;;;;
17730000;-4,276;-55,982;458000;"Itaituba";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;344;-4;-31;-83;-110;0;0,6;"TAPAJOS";;;"2014";380;191;511;"30%-40%";;;;;
17900000;-2,414;-54,738;493000;"Santarem";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;383;-7;-40;-88;-125;0;0;"AMAZONAS";;;"2009";365,5;90;561;"50%-60%";;;;;
18390000;-1,533;-52,577;5460000;"Almeirim";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;421;-3;49;-29;13;0;0,6;"AMAZONAS";;;"2022";405;288;425;"86%-100%";;;;;
18421600;-11,472;-54,994;3728;"PONTE MT 423 AZUL";2025-08-03 19:45:00;2025-08-03 18:45:00;2025-08-03 17:45:00;324;-1;-11;-23;-38;0;0;"AZUL";;;;;;;;;;;;
18460000;-6,736;-51,995;210000;"BOA SORTE";2026-02-21 17:45:00;2026-02-21 16:45:00;2026-02-21 15:45:00;661;6;39;61;50;0;0;"XINGU";;;"2004";359,5;311;392;"100%-Máxima";;;;;
18480000;-8,327;-51,46;6860;"FAZENDA RIO DOURADO";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;234;-5;34;33;27;0;0;"FRESCO";;;"2021";213,5;196;262;"70%-80%";;;;;
18500000;-6,745;-51,774;42400;"Boa Esperança";2026-09-15 10:00:00;2026-09-15 09:00:00;2026-09-15 08:00:00;333;1;11;12;1;0,2;0,4;"FRESCO";;;"2014";222;126;462;"60%-70%";;;;;
18600000;-5,697;-54,246;58700;"LARANJEIRAS";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;206;1;-1;-1;-12;0;0;"IRIRI";;;"1980";206;192;264;"40%-50%";;;;;
18650000;-5,65;-54,521;35600;"CAJUEIRO";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;153;3;1;3;-7;0;0;"CURUÁ";;;"1980";158,5;121;365;"40%-50%";;;;;
18700000;-4,528;-54,013;122000;"Pedra do Ó";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;283,8;-0,0999999999999659;-3,30000000000001;-12,6;-23,8;0;0;"IRIRI";;;"1980";310;281;339;"0%-10%";;;;;
18850000;-3,215;-52,212;448000;"ALTAMIRA";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;634;-1;-8;-19;-28;0;0;"XINGU";;;"1980";254;100;663;"90%-100%";;;;;
18936000;-2,882;-52,011;714;"VITÓRIA DO XINGU";2025-12-24 18:00:00;2025-12-24 17:00:00;2025-12-24 16:00:00;156;-17;25;10;34;0;0;"TUCURUI";;;"2022";149;66;220;"50%-75%";;;;;
18938001;-2,622;-51,954;486000;"SOUZEL";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;309,8;-22;-11,5;-27;-23,5;0;0;"XINGU";;;"2021";284;231;356;"50%-75%";;;;;
18950003;-1,753;-52,24;509000;"PORTO DE MOZ";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;266;-4;28;-24;15;0;3,8;"XINGU";;;"2009";246;92;360;"60%-70%";;;;;
19500000;0,022;-51,05;5930000;"MACAPÁ";2026-06-21 03:30:00;2026-06-21 02:30:00;2026-06-21 01:30:00;181;8;-244;2;-239;0;0;"SOLIMÕES";;;"2007";255;163;370;"10%-20%";;;;;
19985000;-3,851;-50,64;2682;"PACAJÁS";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;366;-4;-10;-19;-28;0;0;"PACAJÁS";;;"2006";393;293;458;"20%-30%";;;;;
20001050;-15,523;-47,816;;"SONHEM";2025-12-31 23:45:00;2025-12-31 22:45:00;2025-12-31 21:45:00;76;-5;0;-2;1;0;0;"SONHEM";;;"2015";120,5;0;133;"0%-10%";;;;;
21210000;-15,322;-47,382;533;"FAZENDA ESPÍRITO SANTO";2025-12-18 20:30:00;2025-12-18 19:30:00;2025-12-18 18:30:00;176;;33;;;0;0;"PARANÃ";;;"2022";123;110;140;"100%-Máxima";;;;;
21500000;-13,763;-46,838;22600;"Nova Roma";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;53;1;-3;2;-1;0;0;"PARANÃ";;;"1990";69;42;116;"0%-10%";;;;;
22050001;-12,023;-48,533;128000;"Peixe";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;297;104;124;81;106;0;0;"TOCANTINS";;;"1980";202,5;40;348;"90%-100%";;;;;
22100000;-12,392;-48,712;8720;"Colonha";2026-03-21 07:00:00;2026-03-21 06:00:00;2026-03-21 05:00:00;394;0;-119;-221;-43;0;0;"SANTA TEREZA";;;"1980";160;116;220;"100%-Máxima";;550;600;700;"Normal"
22250000;-11,533;-48,289;14500;"Fazenda Lobeira";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;31;0;-4;-3;-4;0;0;"MANUEL ALVES";;;"1980";47;30;72;"0%-10%";;;;;
22900000;-9,307;-47,929;44100;"Porto Real";2025-12-08 06:45:00;2025-12-08 05:45:00;2025-12-08 04:45:00;128;-5;8;2;100;0;0;"DO SONO";;;"1980";59,5;10;302;"90%-100%";;;;;
23100000;-8,392;-48,111;242000;"Tupiratins";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;90;-21;-40;-17;-9;0;0;"TOCANTINS";;;"1980";102,5;28;220;"30%-40%";;;;;
23700000;-5,789;-47,469;297000;"Descarreto";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;85;0;6;5;5;0;0;"TOCANTINS";;;"1980";89;58;134;"30%-40%";;;;;
24653000;-15,902;-52,277;13353;"DAS GARÇAS";2026-01-24 06:15:00;2026-01-24 05:15:00;2026-01-24 04:15:00;242;-86;126;137;;0;0;"DAS GARÇAS";;;;;;;;;;;;
24700000;-15,891;-52,228;36800;"Barra do Garças";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;89,9;-3,89999999999999;-4,5;8,10000000000001;5;0;0;"ARAGUAIA";;;"1977";78;15;231;"70%-80%";;;;;
24850000;-15,738;-51,828;50100;"Araguaiana";2026-04-23 07:00:00;2026-04-23 06:00:00;2026-04-23 05:00:00;287;-3;-16;-61;-51;0;0;"ARAGUAIA";;;"1977";145;57;213;"100%-Máxima";;;;;
24950000;-15,94;-51,358;10100;"MONTES CLAROS DE GOIÁS";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;225;-3;5;1;2;0;0;"CLARO";;;"1977";253;194;317;"10%-20%";;;;;
25090000;-15,915;-50,128;103;"FAZENDA PACIÊNCIA";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;24;-1;-2;-1;-2;0;0;"VERMELHO";;;"2004";29,5;17;42;"30%-40%";;;;;
25200000;-14,913;-51,081;76300;"Aruanã";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;157,3;4,60000000000002;27,7;33,4;29,9;0;0;"ARAGUAIA";;;"1993";130;62;299;"70%-80%";;;;;
25700000;-13,69;-50,8;92300;"Bandeirantes";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;335;2;12;9;3;0;0;"ARAGUAIA";;;"1983";380;296;575;"10%-20%";;;;;
26033900;-15,305;-54,186;5369;"ÁGUAS CLARAS";2025-12-03 09:45:00;2025-12-03 08:45:00;2025-12-03 07:45:00;582,3;-0,400000000000091;5,39999999999998;-3,5;0,699999999999932;0;0;"DAS MORTES";;;;;;;;;;;;
26100000;-14,673;-52,355;25300;"XAVANTINA";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;32;-2;-7;-1;-3;0;0;"DAS MORTES";;;"1980";52;21;116;"10%-20%";;;;;
26350000;-11,618;-50,663;194000;"São Félix do Araguaia";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;314;0;1;1;2;0;0;"ARAGUAIA";;;"1991";292;258;398;"70%-80%";;;;;
27320000;-8,803;-49,555;319000;"Araguacema";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;222;-1;-4;-7;-14;0;0;"ARAGUAIA";;;"1980";249;207;315;"0%-10%";;;;;
27500000;-8,269;-49,259;332000;"Conceição do Araguaia";2025-12-24 17:45:00;2025-12-24 16:45:00;2025-12-24 15:45:00;277;5;40;36;64;0;0;"ARAGUAIA";;;"1980";215;179;273;"100%-Máxima";;;;;
28300000;-6,41;-48,542;377000;"Xambioá";2026-04-12 11:45:00;2026-04-12 10:45:00;2026-04-12 09:45:00;324,3;;-276,7;-264,4;-259;0;0;"ARAGUAIA";;;"1980";198,5;123;258;"100%-Máxima";;;;;
28850000;-5,651;-48,133;388000;"Araguatins";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;244;0;-3;-3;-8;0;0;"ARAGUAIA";;;"1980";260;232;292;"10%-20%";;;;;
29050000;-5,339;-49,124;703000;"Marabá";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;200;;-2;-16;-35;0;0;"TOCANTINS";;;"1980";221;105;303;"30%-40%";;;;;
29200000;-5,128;-49,324;746000;"Itupiranga";2026-02-14 08:15:00;2026-02-14 07:15:00;2026-02-14 06:15:00;736;40;58;61;72;0;0;"TOCANTINS";;;"1980";361;105;699;"100%-Máxima";;;;;
30080000;0,986;-51,706;10600;"Capivara";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;366;-4;-9;-22;-42;0;0;"ARAGUARI";;;"2019";408,5;345;581;"0%-10%";;;;;
30300000;0,901;-52,016;10800;"Serra do Navio";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;445;-4;-7;-16;-39;0;1;"AMAPARI";;;"2011";471;418;628;"10%-20%";;;;;
33530000;-5,337;-43,884;27300;"Montevidéu";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;100;-1;1;1;;0;0;"ITAPECURU";;;"2022";158;92;250;"0%-10%";;350;370;400;"Normal"
33590000;-4,458;-43,875;37200;"Codó";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;27;0;0;-1;-3;0;0;"ITAPECURU";;;"1986";121;19;236;"0%-10%";;;;;
33690000;-3,37;-44,345;;"Itapecuru-Mirim";;;;;;;;;;;"ITAPECURU";;;;;;;;;;;;
34020000;-9,113;-45,926;12900;"ALTO PARNAÍBA";2025-12-04 17:00:00;2025-12-04 16:00:00;2025-12-04 15:00:00;346;-16;-29;-6;38;0;0;"PARNAÍBA";;;"1980";341;299;382;"50%-60%";;;;;
34040500;-8,271;-45,668;25500;"FAZENDA PARACATI II";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;113,1;0,799999999999997;-6;-0,200000000000003;-0,5;0;0;"PARNAÍBA";;;"2002";126;102;162;"20%-30%";;;;;
34060000;-7,567;-45,254;31300;"Ribeiro Gonçalves";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;263;-2;-5;-1;-2;0;0;"PARNAÍBA";;;"1979";270;244;302;"30%-40%";;;;;
34070000;-7,381;-44,827;35300;"SÍTIO DO VELHO";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;193;-1;-4;0;-2;0;0;"PARNAÍBA";;;"2002";197,5;180;223;"30%-40%";;;;;
34080000;-8,673;-44,886;4820;"FORMOSA DO URUÇUÍ PRETO";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;193;-1;-4;0;-3;0;0;"URUÇUÍ PRETO";;;"2021";167;150;190;"100%-Máxima";;;;;
34090000;-7,391;-44,614;15600;"FAZENDA BANDEIRA";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;307;-1;-4;-1;-3;0;0;"URUÇUÍ PRETO";;;"2002";310;286;330;"30%-40%";;;;;
